Title,Date,Description,Subjects,Location,Latitude,Longitude,Identifier,link,cdmid,Search
"Tarbox Mining Co., Saltese (Montana)",,Exterior view of the mining company,mine buildings; | Mine buildings--Montana--Saltese;,United States--Montana--Mineral County--Saltese (Saltese),47.451052,-115.09572,8-x00531k,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/975,975,"Tarbox Mining Co., Saltese (Montana) |  | Exterior view of the mining company | mine buildings; | Mine buildings--Montana--Saltese; | United States--Montana--Mineral County--Saltese (Saltese)"
"Tarbox Mining Co., Saltese (Montana)",,A shed next to the mining company,mine buildings; | Mine buildings--Montana--Saltese;,United States--Montana--Mineral County--Saltese (Saltese),47.451036,-115.09522,8-x00531l,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/976,976,"Tarbox Mining Co., Saltese (Montana) |  | A shed next to the mining company | mine buildings; | Mine buildings--Montana--Saltese; | United States--Montana--Mineral County--Saltese (Saltese)"
"Tarbox Mining Co., Saltese (Montana)",,Far view of the mining company with burnt trees surrounding it,mine buildings; trees; | Mine buildings--Montana--Saltese; Trees--Montana,United States--Montana--Mineral County--Saltese (Saltese),47.451028,-115.09525,8-x00531m,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/977,977,"Tarbox Mining Co., Saltese (Montana) |  | Far view of the mining company with burnt trees surrounding it | mine buildings; trees; | Mine buildings--Montana--Saltese; Trees--Montana | United States--Montana--Mineral County--Saltese (Saltese)"
"Tarbox Mining Co., Saltese (Montana)",,Group of men standing out side of the mining office,groups of people; mine buildings | Men--Montana; Mine buildings--Montana--Saltese;,United States--Montana--Mineral County--Saltese (Saltese),47.451055,-115.09597,8-x00531h,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/978,978,"Tarbox Mining Co., Saltese (Montana) |  | Group of men standing out side of the mining office | groups of people; mine buildings | Men--Montana; Mine buildings--Montana--Saltese; | United States--Montana--Mineral County--Saltese (Saltese)"
"Tarbox Mining Co., Saltese (Montana)",,Showing dump,dumps (refuse areas); | Refuse disposal--Montana;,United States--Montana--Mineral County--Saltese (Saltese),47.451026,-115.09526,8-x00531n,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/979,979,"Tarbox Mining Co., Saltese (Montana) |  | Showing dump | dumps (refuse areas); | Refuse disposal--Montana; | United States--Montana--Mineral County--Saltese (Saltese)"
"Tarbox Mining Co., Saltese (Montana)",,Panoramic view of the mine,mine buildings; | Mine buildings--Montana--Saltese;,United States--Montana--Mineral County--Saltese (Saltese),47.451066,-115.09528,8-x00531o,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/980,980,"Tarbox Mining Co., Saltese (Montana) |  | Panoramic view of the mine | mine buildings; | Mine buildings--Montana--Saltese; | United States--Montana--Mineral County--Saltese (Saltese)"
"Morning Mine, Mullan (Idaho) 1917",1917,Interior of the mine showing cages or lifts with a man inside,mine buildings; groups of people; | Mine buildings; Men;,Mullan,47.522011,-115.844011,8-X00395a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/981,981,"Morning Mine, Mullan (Idaho) 1917 | 1917 | Interior of the mine showing cages or lifts with a man inside | mine buildings; groups of people; | Mine buildings; Men; | Mullan"
"Morning Mine, Mullan (Idaho) 1917",1917,Interior of the mine showing cages or lifts with a man inside,mine buildings; groups of people; | Mine buildings; Men;,Mullan,47.522022,-115.844022,8-X00395b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/982,982,"Morning Mine, Mullan (Idaho) 1917 | 1917 | Interior of the mine showing cages or lifts with a man inside | mine buildings; groups of people; | Mine buildings; Men; | Mullan"
"Morning Mine, Mullan (Idaho)",,Interior of the mine showing cages or lifts with a man inside,mine buildings; groups of people; | Mine buildings; Men;,Mullan,47.522033,-115.844033,8-X00399,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/983,983,"Morning Mine, Mullan (Idaho) |  | Interior of the mine showing cages or lifts with a man inside | mine buildings; groups of people; | Mine buildings; Men; | Mullan"
"Morning Mine, Mullan (Idaho)",,Interior of the mine showing cages or lifts with a man inside,mine buildings; groups of people; | Mine buildings; Men;,Mullan,47.522044,-115.844044,8-X00400,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/984,984,"Morning Mine, Mullan (Idaho) |  | Interior of the mine showing cages or lifts with a man inside | mine buildings; groups of people; | Mine buildings; Men; | Mullan"
"Callahan Ore Shute, Sunset (Idaho)",,"Interstate mill showing No. 7 level, showing group of men",mills (buildings); groups of people; miners; mine shafts; | Mills; Men;,Sunset (Burke),47.546502,-115.852510,8-X00386,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/985,985,"Callahan Ore Shute, Sunset (Idaho) |  | Interstate mill showing No. 7 level, showing group of men | mills (buildings); groups of people; miners; mine shafts; | Mills; Men; | Sunset (Burke)"
"Morning Mine, Mullan (Idaho)",,Interior of the mine showing cages or lifts with a man inside,mine buildings; groups of people; | Mine buildings; Men;,Mullan,47.522055,-115.844055,8-X00401,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/986,986,"Morning Mine, Mullan (Idaho) |  | Interior of the mine showing cages or lifts with a man inside | mine buildings; groups of people; | Mine buildings; Men; | Mullan"
"Callahan Ore Shute, Sunset (Idaho)",,"Interstate mill showing No. 7 level, showing group of men",mines (buildings); groups of people; miners; mine shafts; ore; | Mining; Men;,Sunset (Burke),47.546502,-115.852510,8-X00387,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/987,987,"Callahan Ore Shute, Sunset (Idaho) |  | Interstate mill showing No. 7 level, showing group of men | mines (buildings); groups of people; miners; mine shafts; ore; | Mining; Men; | Sunset (Burke)"
Automobiles,,Kane's Auto building and in front of the building is an old automobile,automobiles; buildings (structures); | Automobiles; Buildings;,,,,8-X00380,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/988,988,Automobiles |  | Kane's Auto building and in front of the building is an old automobile | automobiles; buildings (structures); | Automobiles; Buildings; |
Wallace (Idaho) 1917,1917,"Two men standing outside Coeur d'Alene Hardware Co,",buildings (structures); groups of people; automobiles; | Men; Buildings; Automobiles;,Wallace,47.47192,-115.92392,8-X00403a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/989,989,"Wallace (Idaho) 1917 | 1917 | Two men standing outside Coeur d'Alene Hardware Co, | buildings (structures); groups of people; automobiles; | Men; Buildings; Automobiles; | Wallace"
"Wallace Florist, Wallace (Idaho)",,"Exterior view of the window display at Wallace Florist in Wallace, Idaho.",buildings (structures); commercial buildings; | Buildings; Window displays;,Wallace,,,8-X00414,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/990,990,"Wallace Florist, Wallace (Idaho) |  | Exterior view of the window display at Wallace Florist in Wallace, Idaho. | buildings (structures); commercial buildings; | Buildings; Window displays; | Wallace"
"Wallace (Idaho), Hendricks Garage 1918",1918,"Interior of Hendricks Garage shows automobiles of various makes and models (1916-1918 Dodge, Ford, Chevrolet).",automobiles; buildings (structures); | Automobiles; Buildings;,Wallace,5th ?,,8-X00424b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/991,991,"Wallace (Idaho), Hendricks Garage 1918 | 1918 | Interior of Hendricks Garage shows automobiles of various makes and models (1916-1918 Dodge, Ford, Chevrolet). | automobiles; buildings (structures); | Automobiles; Buildings; | Wallace"
"Wallace (Idaho), Murphy Clothing Store",,"Exterior view of the window display at Murphy Clothing Store in Wallace, Idaho.",buildings (structures); commercial buildings; | Buildings; Window displays;,Wallace,,,8-X00420,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/992,992,"Wallace (Idaho), Murphy Clothing Store |  | Exterior view of the window display at Murphy Clothing Store in Wallace, Idaho. | buildings (structures); commercial buildings; | Buildings; Window displays; | Wallace"
"Callahan Mine and Mill, Sunset (Idaho)",,Interstate mine and mill,mills (buildings); mine buildings; | Mills; Mine buildings;,Sunset (Burke),47.546502,-115.852510,8-X00388e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/993,993,"Callahan Mine and Mill, Sunset (Idaho) |  | Interstate mine and mill | mills (buildings); mine buildings; | Mills; Mine buildings; | Sunset (Burke)"
"Callahan Mill, Sunset (Idaho)",,Interstate mine and mill,mills (buildings); mine buildings; | Mills; Mine buildings;,Sunset (Burke),47.546502,-115.852510,8-X00388b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/994,994,"Callahan Mill, Sunset (Idaho) |  | Interstate mine and mill | mills (buildings); mine buildings; | Mills; Mine buildings; | Sunset (Burke)"
"Callahan Mine and Mill, Sunset (Idaho)",,Interstate mine and mill,mills (buildings); mine buildings; | Mills; Mine buildings;,Sunset (Burke),47.546502,-115.852510,8-X00388f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/995,995,"Callahan Mine and Mill, Sunset (Idaho) |  | Interstate mine and mill | mills (buildings); mine buildings; | Mills; Mine buildings; | Sunset (Burke)"
"Callahan Mine and Mill, Sunset (Idaho)",,Interstate Sunset Portion of dump on extreme right,trees; dumps (refuse areas); | Trees; Refuse disposal;,Sunset (Burke),47.546502,-115.852510,8-X00388d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/996,996,"Callahan Mine and Mill, Sunset (Idaho) |  | Interstate Sunset Portion of dump on extreme right | trees; dumps (refuse areas); | Trees; Refuse disposal; | Sunset (Burke)"
I.B.E.W. 519 Honor Roll and Service Flag,,I.B.E.W. 519 Honor Roll and Service Flag,flags; | Flags--American;,,,,8-X00389,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/997,997,I.B.E.W. 519 Honor Roll and Service Flag |  | I.B.E.W. 519 Honor Roll and Service Flag | flags; | Flags--American; |
Wallace (Idaho),,"Grotto Restaurant, shows Interior",restaurants; | Restaurants;,Wallace,47.473238,-115.926762,8-X00391a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/998,998,"Wallace (Idaho) |  | Grotto Restaurant, shows Interior | restaurants; | Restaurants; | Wallace"
Wallace (Idaho),,"Grotto Restaurant, Shows Interior",restaurants; | Restaurants;,Wallace,47.473282,-115.926762,8-X00391b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/999,999,"Wallace (Idaho) |  | Grotto Restaurant, Shows Interior | restaurants; | Restaurants; | Wallace"
Wallace (Idaho) 1916,1916,Exterior View,restaurants; | Restaurants;,Wallace,47.473228,-115.926726,8-X00393,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1000,1000,Wallace (Idaho) 1916 | 1916 | Exterior View | restaurants; | Restaurants; | Wallace
Certificate of Incorporation,,Gold Flotation Development Co. Certificate of Incorporation,certificates; | Certificates;,,,,8-X00394,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1001,1001,Certificate of Incorporation |  | Gold Flotation Development Co. Certificate of Incorporation | certificates; | Certificates; |
Trommel screen,,Trommel screen,screens; | Screens;,,,,8-X00396,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1002,1002,Trommel screen |  | Trommel screen | screens; | Screens; |
Shoshone County (Idaho),1918,"Inside poor house, in the kitchen",poor; kitchens; | Poor persons; Houses;,,47.492983,-115.95544,8-X00407b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1003,1003,"Shoshone County (Idaho) | 1918 | Inside poor house, in the kitchen | poor; kitchens; | Poor persons; Houses; |"
Wallace (Idaho) 1918,1918,"Coeur d'Alene Hardware Co, Window Display",buildings (structures); display windows; | Buildings; Window displays;,Wallace,47.471633,-115.92363,8-X00404a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1004,1004,"Wallace (Idaho) 1918 | 1918 | Coeur d'Alene Hardware Co, Window Display | buildings (structures); display windows; | Buildings; Window displays; | Wallace"
Trommel screen,,Trommel screen,screens; | Screens;,,,,8-X00397,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1005,1005,Trommel screen |  | Trommel screen | screens; | Screens; |
Wallace (Idaho) 1918,1918,"Coeur d'Alene Hardware Co, Window Display",buildings (structures); display windows; | Buildings; Window displays;,Wallace,47.471534,-115.92353,8-X00404b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1006,1006,"Wallace (Idaho) 1918 | 1918 | Coeur d'Alene Hardware Co, Window Display | buildings (structures); display windows; | Buildings; Window displays; | Wallace"
Wallace (Idaho),,"Coeur d'Alene Hardware Co,  Window Display",buildings (structures); display windows; | Buildings; Window displays;,Wallace,47.471743,-115.92343,8-X00405,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1007,1007,"Wallace (Idaho) |  | Coeur d'Alene Hardware Co,  Window Display | buildings (structures); display windows; | Buildings; Window displays; | Wallace"
Wallace (Idaho),,"Coeur d'Alene Hardware Co,  Window Display",buildings (structures); display windows; | Buildings; Window displays;,Wallace,47.471863,-115.92333,8-X00406,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1008,1008,"Wallace (Idaho) |  | Coeur d'Alene Hardware Co,  Window Display | buildings (structures); display windows; | Buildings; Window displays; | Wallace"
"Barnard Building, Wallace (Idaho), 1907",1907,"Exterior view of the Barnard Building in Wallace, Idaho.",buildings (structures); display windows; | Buildings; Window displays;,Wallace,47.471847,-115.923711,8-X00409b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1009,1009,"Barnard Building, Wallace (Idaho), 1907 | 1907 | Exterior view of the Barnard Building in Wallace, Idaho. | buildings (structures); display windows; | Buildings; Window displays; | Wallace"
"Bunker Hill and Sullivan Mill, Kellogg (Idaho)",,"Distant view of the Bunker Hill and Sullivan Mill in Kellogg, Idaho",mills (buildings); | Mills;,Kellogg (Kellogg East),47.519081,-116.127061,8-X00411a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1010,1010,"Bunker Hill and Sullivan Mill, Kellogg (Idaho) |  | Distant view of the Bunker Hill and Sullivan Mill in Kellogg, Idaho | mills (buildings); | Mills; | Kellogg (Kellogg East)"
"Bunker Hill and Sullivan Mill, Kellogg (Idaho) 1917",1917,"Panoramic view of the Bunker Hill and Sullivan Mill in Kellogg, Idaho",mills (buildings); | Mills;,Kellogg (Kellogg East),47.519091,-116.127081,8-X00412,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1011,1011,"Bunker Hill and Sullivan Mill, Kellogg (Idaho) 1917 | 1917 | Panoramic view of the Bunker Hill and Sullivan Mill in Kellogg, Idaho | mills (buildings); | Mills; | Kellogg (Kellogg East)"
Shoshone County (Idaho),1918,"Inside poor house, in the eating area",poor; dining rooms; | Poor persons; Houses;,,47.492913,-115.95554,8-X00407c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1012,1012,"Shoshone County (Idaho) | 1918 | Inside poor house, in the eating area | poor; dining rooms; | Poor persons; Houses; |"
"Wallace (Idaho), Road east, 1916",9/22/1916,"Road east of Wallace, Idaho for Lemieux case",roads; | Dirt roads;,Wallace,,,8-X00413b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1013,1013,"Wallace (Idaho), Road east, 1916 | 6110 | Road east of Wallace, Idaho for Lemieux case | roads; | Dirt roads; | Wallace"
"Wallace (Idaho), Road east, 1916",9/22/1916,"Road east of Wallace, Idaho for Lemieux case",roads; | Dirt roads;,Wallace,,,8-X00413c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1014,1014,"Wallace (Idaho), Road east, 1916 | 6110 | Road east of Wallace, Idaho for Lemieux case | roads; | Dirt roads; | Wallace"
Fish,,Large fish caught by Lon Lewis,fish; | Fish;,,47.472409,-115.923809,8-X00402a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1015,1015,Fish |  | Large fish caught by Lon Lewis | fish; | Fish; |
"Wallace (Idaho), Service flag",,Service flag for the Wallace Fire Department,flags; |,Wallace,47.472021,-115.92223,8-X00418,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1016,1016,"Wallace (Idaho), Service flag |  | Service flag for the Wallace Fire Department | flags; |  | Wallace"
Wallace (Idaho),,A woman holding a fish outside of Coeur d'Alene Hardware Co.,woman; fish; buildings (structures); | Fish; Buildings;,Wallace,47.471611,-115.92361,8-X00402c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1017,1017,Wallace (Idaho) |  | A woman holding a fish outside of Coeur d'Alene Hardware Co. | woman; fish; buildings (structures); | Fish; Buildings; | Wallace
"Hercules Mill, Wallace (Idaho) 1917 - 1920",1917; 1918; 1919; 1920,"Hercules Mill, 500-ton Mill at Loweredge of Wallace, Idaho between 1917 - 1920.",mills (buildings); trains; tracks (transit system elements); | Mills;,Wallace,47.472456,-115.917209,8-X00421,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1018,1018,"Hercules Mill, Wallace (Idaho) 1917 - 1920 | 1917; 1918; 1919; 1920 | Hercules Mill, 500-ton Mill at Loweredge of Wallace, Idaho between 1917 - 1920. | mills (buildings); trains; tracks (transit system elements); | Mills; | Wallace"
"Wallace (Idaho), Hendricks Garage 1918",1918,Exterior view of Hendricks Garage.,buildings (structures); | Buildings;,Wallace,,,8-X00424d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1019,1019,"Wallace (Idaho), Hendricks Garage 1918 | 1918 | Exterior view of Hendricks Garage. | buildings (structures); | Buildings; | Wallace"
"Wallace (Idaho), Hendricks Garage 1918",1918,Interior of Hendricks Garage shows various supplies for automobiles.,buildings (structures); | Buildings;,Wallace,,,8-X00424e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1020,1020,"Wallace (Idaho), Hendricks Garage 1918 | 1918 | Interior of Hendricks Garage shows various supplies for automobiles. | buildings (structures); | Buildings; | Wallace"
Shoshone County (Idaho),1918,Outside view of the poor house,poor; | Poor persons; Houses;,,47.492923,-115.95534,8-X00407d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1021,1021,Shoshone County (Idaho) | 1918 | Outside view of the poor house | poor; | Poor persons; Houses; |
"Success Mine and Mill, Wallace (Idaho)",,"View of the Mill portion of Success Mine and Mill outside Wallace, Idaho",mills (buildings); | Mills;,Wallace,47.552777,-115.831266,8-X00422,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1022,1022,"Success Mine and Mill, Wallace (Idaho) |  | View of the Mill portion of Success Mine and Mill outside Wallace, Idaho | mills (buildings); | Mills; | Wallace"
"Wallace (Idaho), Hendricks Garage 1918",1918,Interior of Hendricks Garage shows equipment for working on automobiles.,equipment; machinery; buildings (structures); | Machinery;,Wallace,,,8-X00424,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1023,1023,"Wallace (Idaho), Hendricks Garage 1918 | 1918 | Interior of Hendricks Garage shows equipment for working on automobiles. | equipment; machinery; buildings (structures); | Machinery; | Wallace"
"Wallace (Idaho), Hendricks Garage 1918",1918,Exterior view of Hendricks Garage.,buildings (structures); | Buildings;,Wallace,,,8-X00424c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1024,1024,"Wallace (Idaho), Hendricks Garage 1918 | 1918 | Exterior view of Hendricks Garage. | buildings (structures); | Buildings; | Wallace"
Wallace (Idaho) 1918,1918,"Young men leaving for Camp Lewis, Washington in 1918.",groups of people; automobiles; | Men; People; Crowds; Automobiles;,Wallace,47.473373,-115.9237633,8-x00532a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1025,1025,"Wallace (Idaho) 1918 | 1918 | Young men leaving for Camp Lewis, Washington in 1918. | groups of people; automobiles; | Men; People; Crowds; Automobiles; | Wallace"
Wallace (Idaho) 1918,1918,"Young men boarding train to go to Camp Lewis, Washington in 1918.",groups of people; passenger cars (railroad cars); passenger trains; automobiles; | Men; People; Automobiles; Crowds; Railroad passenger cars;,Wallace,47.473395,-115.923753,8-x00532b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1026,1026,"Wallace (Idaho) 1918 | 1918 | Young men boarding train to go to Camp Lewis, Washington in 1918. | groups of people; passenger cars (railroad cars); passenger trains; automobiles; | Men; People; Automobiles; Crowds; Railroad passenger cars; | Wallace"
Wallace (Idaho) 1918,1918,"Young men boarding train to go to Camp Lewis, Washington in 1918.",groups of people; passenger cars (railroad cars); passenger trains; automobiles; | Men; People; Automobiles; Crowds; Railroad passenger cars;,Wallace,47.473385,-115.923743,8-x00532c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1027,1027,"Wallace (Idaho) 1918 | 1918 | Young men boarding train to go to Camp Lewis, Washington in 1918. | groups of people; passenger cars (railroad cars); passenger trains; automobiles; | Men; People; Automobiles; Crowds; Railroad passenger cars; | Wallace"
"Burke (Idaho), Snow slide 1910",1910,Snow slide. Men digging out after slide of Feb. 28,avalanches; groups of people; snow removal; dwellings; damage; | Avalanches; Men; Debris; Houses; Snow;,Burke,47.520298,-115.8191911,8-x00533a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1028,1028,"Burke (Idaho), Snow slide 1910 | 1910 | Snow slide. Men digging out after slide of Feb. 28 | avalanches; groups of people; snow removal; dwellings; damage; | Avalanches; Men; Debris; Houses; Snow; | Burke"
"Burke (Idaho), Snow slide 1910",1910,View of snow slide.,avalanches; groups of people; damage; | Avalanches; Snow; Men; Debris;,Burke,47.520279,-115.8191922,8-x00533c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1029,1029,"Burke (Idaho), Snow slide 1910 | 1910 | View of snow slide. | avalanches; groups of people; damage; | Avalanches; Snow; Men; Debris; | Burke"
"Burke (Idaho), Snow slide 1910",1910,Snow slide. View of damaged homes.,avalanches; dwellings; damage; | Avalanches; Men; Debris; Houses; Snow;,Burke,47.520297,-115.8191932,8-x00533b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1030,1030,"Burke (Idaho), Snow slide 1910 | 1910 | Snow slide. View of damaged homes. | avalanches; dwellings; damage; | Avalanches; Men; Debris; Houses; Snow; | Burke"
"Burke (Idaho), Snow slide 1910",1910,Snow slide. Showing some of the slide and damage it caused.,avalanches; damage; dwellings; | Avalanches; Snow; Men; Debris;,Burke,47.518256,-115.822125,8-x00533d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1031,1031,"Burke (Idaho), Snow slide 1910 | 1910 | Snow slide. Showing some of the slide and damage it caused. | avalanches; damage; dwellings; | Avalanches; Snow; Men; Debris; | Burke"
"Bunker Hill Mine, Wardner (Idaho)",,Picture of Bunker Hill Mine,mine buildings; | Mine buildings;,Wardner (Kellogg West),47.512797,-116.142551,8-x00535,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1032,1032,"Bunker Hill Mine, Wardner (Idaho) |  | Picture of Bunker Hill Mine | mine buildings; | Mine buildings; | Wardner (Kellogg West)"
"Bull Pen, Kellogg (Idaho) 1899",1899,Interior showing bunks and a group of men.,groups of people;  camps (temporary settlements); bunkhouses; | Men; Detention facilities--Kellogg;,Kellogg (Kellogg West),47.512777,-116.142511,8-x00536,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1033,1033,"Bull Pen, Kellogg (Idaho) 1899 | 1899 | Interior showing bunks and a group of men. | groups of people;  camps (temporary settlements); bunkhouses; | Men; Detention facilities--Kellogg; | Kellogg (Kellogg West)"
"Bull Pen, Kellogg (Idaho) 1899",1899,Interior showing bunks and group of men.,groups of people;  camps (temporary settlements); bunkhouses; | Men; Detention facilities--Kellogg;,Kellogg (Kellogg West),47.512788,-116.142522,8-x00537,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1034,1034,"Bull Pen, Kellogg (Idaho) 1899 | 1899 | Interior showing bunks and group of men. | groups of people;  camps (temporary settlements); bunkhouses; | Men; Detention facilities--Kellogg; | Kellogg (Kellogg West)"
Burke (Idaho) 1897,1897,"Poorman mines and Tiger mines are indicated on the image; looking down the canyon to the town of Burke, Idaho.",mining towns; | Canyons;,Burke,47.520291,-115.819111,8-x00538,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1035,1035,"Burke (Idaho) 1897 | 1897 | Poorman mines and Tiger mines are indicated on the image; looking down the canyon to the town of Burke, Idaho. | mining towns; | Canyons; | Burke"
Black Bear (Idaho) 1894,1894-03-29,Snow slide. Showing slide that occurred at 8:30 a.m. March 29.,avalanches; damage; groups of people; dwellings; | Avalanches; Snow; Men; Debris;,Black Bear (Burke),47.518246,-115.822155,8-x00534,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1036,1036,Black Bear (Idaho) 1894 | 1894-03-29 | Snow slide. Showing slide that occurred at 8:30 a.m. March 29. | avalanches; damage; groups of people; dwellings; | Avalanches; Snow; Men; Debris; | Black Bear (Burke)
Bunker Hill and Sullivan Ore Bins,,Men inside a building,building (structures); groups of people; equipment; mine structures; ore; | Men; Buildings; Miners; Mining equipment;,,47.515001,-116.158001,8-x00539,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1037,1037,Bunker Hill and Sullivan Ore Bins |  | Men inside a building | building (structures); groups of people; equipment; mine structures; ore; | Men; Buildings; Miners; Mining equipment; |
"Clear Grit Mining Co, Prichard (Idaho)",,Showing group of men in front of mine entrance.,groups of people;  mine buildings; ore; miners; mines (extracting complexes); | Men; Mine buildings; Miners; Wooden buildings;,Prichard,47.656333,-115.976255,8-x00541a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1038,1038,"Clear Grit Mining Co, Prichard (Idaho) |  | Showing group of men in front of mine entrance. | groups of people;  mine buildings; ore; miners; mines (extracting complexes); | Men; Mine buildings; Miners; Wooden buildings; | Prichard"
Burke (Idaho),,Custer peak,peaks (landform components); trees; mountains; | Forests; Mountains;,Burke,47.520281,-115.819121,8-x00542,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1039,1039,Burke (Idaho) |  | Custer peak | peaks (landform components); trees; mountains; | Forests; Mountains; | Burke
Unidentified settlement,,Far view of a town with burnt trees surrounding it.,fires; mountains; valleys (landforms); | Cities and towns; Fires; Dead trees;,,47.516211,-115.838642,8-x00543,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1040,1040,Unidentified settlement |  | Far view of a town with burnt trees surrounding it. | fires; mountains; valleys (landforms); | Cities and towns; Fires; Dead trees; |
Hydraulic mining - Dry Gulch,1890,Group of men spraying water at a mine.,groups of people; miners; | Men; Mining equipment; Miners; Hydraulic mining;,(Masonia),47.449372,-116.17914,8-x00544,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1041,1041,Hydraulic mining - Dry Gulch | 1890 | Group of men spraying water at a mine. | groups of people; miners; | Men; Mining equipment; Miners; Hydraulic mining; |  (Masonia)
"Wallace (Idaho), Portrait of an unidentified man, Forest fire 1910",1910,"Forest fire August 20, 1910, portrait of an unidentified man who may have helped fight the fire of 1910.",studio portraits; | Portraits;,Wallace,47.472499,-115.923866,8-x00545a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1042,1042,"Wallace (Idaho), Portrait of an unidentified man, Forest fire 1910 | 1910 | Forest fire August 20, 1910, portrait of an unidentified man who may have helped fight the fire of 1910. | studio portraits; | Portraits; | Wallace"
